DZCode,DZName,TotPop2022,area_hectares,area_km2
S01013969,Ellon East - 03,689,37.1,0.370946
S01013970,Ellon East - 04,953,20.64,0.206361
S01013971,Ellon East - 05,942,19.02,0.190145
S01013972,Ellon East - 06,812,27.04,0.270376
S01013973,Ellon East - 07,643,21.97,0.219606
S01013974,Ellon East - 08,684,15.19,0.151894
S01013975,Ellon West - 01,454,45.83,0.458275
S01013976,Ellon West - 02,557,13.29,0.132843
S01013977,Ellon West - 03,613,11.12,0.111238
S01013978,Ellon West - 04,419,13.37,0.133719
S01013979,Ellon West - 05,833,20.82,0.208253
S01013980,Ellon West - 06,651,40.13,0.401421
S01013981,Ellon West - 07,510,46.34,0.463387
S01013982,Ythanside - 01,855,3450.09,34.500983
S01013983,Ythanside - 02,833,35.77,0.357725
S01013984,Ythanside - 03,815,29.99,0.299847
S01013985,Ythanside - 04,1046,7975.69,79.756943
S01013986,Ythanside - 05,463,2878.7,28.78698
S01013987,Ythanside - 06,768,5971.43,59.714289
S01013988,Ythsie - 01,1001,3456.21,34.562048
S01013989,Ythsie - 02,1016,43.88,0.438732
S01013990,Ythsie - 03,895,3665.82,36.658206
S01013991,Ythsie - 04,801,3065.91,30.65916
S01013992,Ythsie - 05,807,29.43,0.294209
S01013993,Ythsie - 06,577,18.04,0.180425
S01013994,Ythsie - 07,672,2370.83,23.708327
S01013995,Barrahill - 01,684,59.78,0.59781
S01013996,Barrahill - 02,538,23.28,0.232853
S01013997,Barrahill - 03,645,19.19,0.191791
S01013998,Barrahill - 04,681,23.88,0.238819
S01013999,Barrahill - 05,625,26.37,0.263787
S01014000,Barrahill - 06,563,3525.39,35.253878
S01014001,Barrahill - 07,763,1041.44,10.414364
S01014002,Barrahill - 08,530,2360.09,23.600831
S01014003,Fyvie-Rothie - 01,426,64.29,0.642882
S01014004,Fyvie-Rothie - 02,614,4218.83,42.188247
S01014005,Fyvie-Rothie - 03,542,3795.95,37.9595
S01014006,Fyvie-Rothie - 04,554,2281.47,22.814735
S01014007,Fyvie-Rothie - 05,884,4898.01,48.980181
S01014008,Fyvie-Rothie - 06,957,41.28,0.41277
S01014009,"Insch, Oyne and Ythanwells - 01",894,28.5,0.285154
S01014010,"Insch, Oyne and Ythanwells - 02",681,5489.97,54.899768
S01014011,"Insch, Oyne and Ythanwells - 03",871,8414.99,84.149972
S01014012,"Insch, Oyne and Ythanwells - 04",1001,41.38,0.413906
S01014013,"Insch, Oyne and Ythanwells - 05",790,34.08,0.340827
S01014014,Clashindarroch - 01,686,3032.57,30.325683
S01014015,Clashindarroch - 02,531,6708.4,67.08395
S01014016,Clashindarroch - 03,778,6028.92,60.289196
S01014017,Clashindarroch - 04,1083,6382.35,63.823504
S01014018,Clashindarroch - 05,852,11142.24,111.422292
S01014019,Clashindarroch - 06,800,12801.2,128.012201
S01014020,Huntly - 01,1006,55.15,0.551482
S01014021,Huntly - 02,1008,61.26,0.612562
S01014022,Huntly - 03,765,35.49,0.355054
S01014023,Huntly - 04,788,17.04,0.170497
S01014024,Huntly - 05,671,35.49,0.354769
S01014025,Auchterless and Monquhitter - 01,525,3310.38,33.103778
S01014026,Auchterless and Monquhitter - 02,1053,4777,47.770226
S01014027,Auchterless and Monquhitter - 03,634,6167.3,61.672943
S01014028,Auchterless and Monquhitter - 04,575,4027.02,40.270218
S01014029,Turriff - 01,961,25.92,0.259275
S01014030,Turriff - 02,832,39.6,0.396139
S01014031,Turriff - 03,539,34.26,0.342542
S01014032,Turriff - 04,647,62.8,0.627986
S01014033,Turriff - 05,824,22.53,0.225242
S01014034,Turriff - 06,457,22.4,0.223998
S01014035,"Portsoy, Fordyce and Cornhill - 01",478,4051.67,40.516725
S01014036,"Portsoy, Fordyce and Cornhill - 02",996,7415.55,74.155406
S01014037,"Portsoy, Fordyce and Cornhill - 03",860,22.17,0.221668
S01014038,"Portsoy, Fordyce and Cornhill - 04",867,75.49,0.754966
S01014039,Aberchirder and Whitehills - 01,1037,53.79,0.537833
S01014040,Aberchirder and Whitehills - 02,989,4948.91,49.489082
S01014041,Aberchirder and Whitehills - 03,760,7272.75,72.727338
S01014042,Aberchirder and Whitehills - 04,793,35.31,0.353157
S01014043,Aberchirder and Whitehills - 05,394,11.94,0.119436
S01014044,Banff - 01,937,47.01,0.470108
S01014045,Banff - 02,671,31.26,0.312635
S01014046,Banff - 03,643,18.6,0.186077
S01014047,Banff - 04,823,15.67,0.15671
S01014048,Banff - 05,894,56.07,0.560735
S01014049,Macduff - 01,869,29.14,0.291381
S01014050,Macduff - 02,614,19.71,0.196974
S01014051,Macduff - 03,1004,32.88,0.32873
S01014052,Macduff - 04,590,49.97,0.499749
S01014053,Macduff - 05,714,39.57,0.395795
S01014054,Gardenstown and King Edward - 01,762,1644.23,16.442171
S01014055,Gardenstown and King Edward - 02,955,7573.67,75.736736
S01014056,Gardenstown and King Edward - 03,649,41.83,0.418262
S01014057,Gardenstown and King Edward - 04,794,6622.54,66.225407
S01014058,New Pitsligo - 01,559,3567.56,35.675512
S01014059,New Pitsligo - 02,428,7003.42,70.034229
S01014060,New Pitsligo - 03,815,6209.72,62.097248
S01014061,New Pitsligo - 04,1096,52.15,0.521557
S01014062,Deer and Mormond - 01,669,33.74,0.337426
S01014063,Deer and Mormond - 02,867,60.9,0.609017
S01014064,Deer and Mormond - 03,717,1792.55,17.925489
S01014065,Deer and Mormond - 04,416,3495.1,34.951064
S01014066,Deer and Mormond - 05,964,46.37,0.463833
S01014067,Deer and Mormond - 06,599,5562.94,55.629398
S01014068,Deer and Mormond - 07,692,4273.48,42.734869
S01014069,Mintlaw - 01,650,633.33,6.33331
S01014070,Mintlaw - 02,820,48.97,0.489713
S01014071,Mintlaw - 03,1020,128.03,1.280134
S01014072,Mintlaw - 04,494,11.69,0.116899
S01014073,Auchnagatt - 01,929,5608.01,56.080224
S01014074,Auchnagatt - 02,692,4594.52,45.945345
S01014075,Auchnagatt - 03,909,41.1,0.411082
S01014076,Auchnagatt - 04,603,2656.21,26.562181
S01014077,Cruden - 01,940,6384.44,63.844398
S01014078,Cruden - 02,799,29.97,0.299846
S01014079,Cruden - 03,789,37.78,0.377768
S01014080,Cruden - 04,832,58.05,0.580513
S01014081,Cruden - 05,493,20.54,0.205551
S01014082,Cruden - 06,884,37.14,0.371607
S01014083,Peterhead Links - 01,483,142.89,1.428996
S01014084,Peterhead Links - 02,1231,85.85,0.858462
S01014085,Peterhead Links - 03,580,11.85,0.118593
S01014086,Peterhead Links - 04,690,13.39,0.133895
S01014087,Peterhead Links - 05,665,11.39,0.113941
S01014088,Peterhead Links - 06,713,38.29,0.382952
S01014089,Peterhead Bay - 01,739,17.24,0.172413
S01014090,Peterhead Bay - 02,895,24.46,0.244588
S01014091,Peterhead Bay - 03,759,33,0.329984
S01014092,Peterhead Harbour - 01,656,12.94,0.129435
S01014093,Peterhead Harbour - 02,574,9.74,0.097444
S01014094,Peterhead Harbour - 03,1007,29.48,0.294872
S01014095,Peterhead Harbour - 04,574,17.4,0.174022
S01014096,Peterhead Harbour - 05,905,27.95,0.279713
S01014097,Peterhead Harbour - 06,1115,29.44,0.29448
S01014098,Peterhead Harbour - 07,929,43.28,0.432938
S01014099,Peterhead Harbour - 08,529,13.08,0.130759
S01014100,Peterhead Ugieside - 01,479,32.68,0.326791
S01014101,Peterhead Ugieside - 02,438,45.29,0.452787
S01014102,Peterhead Ugieside - 03,839,24.15,0.241489
S01014103,Peterhead Ugieside - 04,544,15.23,0.15222
S01014104,Peterhead Ugieside - 05,862,24.33,0.243333
S01014105,Peterhead Ugieside - 06,866,36.3,0.363017
S01014106,Longside and Rattray South - 01,926,2296.04,22.960501
S01014107,Longside and Rattray South - 02,737,30.14,0.301336
S01014108,Longside and Rattray South - 03,603,42.41,0.424127
S01014109,Longside and Rattray South - 04,735,28.93,0.289305
S01014110,Longside and Rattray South - 05,795,3492.99,34.92991
S01014111,Longside and Rattray South - 06,643,25.13,0.251248
S01014112,Longside and Rattray North - 01,557,2456.39,24.563756
S01014113,Longside and Rattray North - 02,867,1142.8,11.428049
S01014114,Longside and Rattray North - 03,739,2116.4,21.164149
S01014115,Longside and Rattray North - 04,797,43.76,0.437563
S01014116,Longside and Rattray North - 05,703,6032.47,60.32476
S01014117,"Rosehearty, Sandhaven and Tyrie - 01",579,4510.65,45.106394
S01014118,"Rosehearty, Sandhaven and Tyrie - 02",558,42.35,0.423514
S01014119,"Rosehearty, Sandhaven and Tyrie - 03",832,28.76,0.287482
S01014120,"Rosehearty, Sandhaven and Tyrie - 04",767,41.41,0.413949
S01014121,"Rosehearty, Sandhaven and Tyrie - 05",483,19.35,0.193453
S01014122,Cairnbulg/Inverallochy and Memsie - 01,826,27.41,0.274167
S01014123,Cairnbulg/Inverallochy and Memsie - 02,578,3305.47,33.054752
S01014124,Cairnbulg/Inverallochy and Memsie - 03,516,14.99,0.149904
S01014125,Cairnbulg/Inverallochy and Memsie - 04,632,35.41,0.354072
S01014126,Cairnbulg/Inverallochy and Memsie - 05,751,2556.9,25.568825
S01014127,Fraserburgh Smiddyhill - 01,514,63.63,0.636375
S01014128,Fraserburgh Smiddyhill - 02,555,21.85,0.218602
S01014129,Fraserburgh Smiddyhill - 03,847,18.97,0.1896
S01014130,Fraserburgh Smiddyhill - 04,638,21.22,0.212116
S01014131,Fraserburgh Smiddyhill - 05,887,29.46,0.294604
S01014132,Fraserburgh Smiddyhill - 06,638,28.25,0.282445
S01014133,Fraserburgh Lochpots - 01,627,8.93,0.089192
S01014134,Fraserburgh Lochpots - 02,657,23.36,0.233668
S01014135,Fraserburgh Lochpots - 03,1007,29.58,0.29579
S01014136,Fraserburgh Central-Academy - 01,507,8.85,0.088437
S01014137,Fraserburgh Central-Academy - 02,551,17.2,0.172
S01014138,Fraserburgh Central-Academy - 03,716,22.86,0.228666
S01014139,Fraserburgh Central-Academy - 04,835,15.14,0.151332
S01014140,Fraserburgh Harbour and Broadsea - 01,810,58.91,0.589095
S01014141,Fraserburgh Harbour and Broadsea - 02,929,14.79,0.147912
S01014142,Fraserburgh Harbour and Broadsea - 03,905,55.18,0.551737
S01014143,Fraserburgh Harbour and Broadsea - 04,741,13.62,0.136331
S01014144,South Angus - 01,915,1168.88,11.688735
S01014145,South Angus - 02,553,38.39,0.383785
S01014146,South Angus - 03,745,50.2,0.501973
S01014147,South Angus - 04,652,26.49,0.264886
S01014148,South Angus - 05,585,2043.94,20.439423
S01014149,South Angus - 06,643,1957.22,19.572165
S01014150,South Angus - 07,501,1332.61,13.326057
S01014151,South Angus - 08,618,2715.46,27.154511
S01014152,Monikie and Wellbank - 01,733,58.14,0.581391
S01014153,Monikie and Wellbank - 02,606,1347.86,13.478557
S01014154,Monikie and Wellbank - 03,722,398.55,3.985556
S01014155,Monikie and Wellbank - 04,566,1164.62,11.646182
S01014156,Monikie and Wellbank - 05,578,1862.3,18.622954
S01014157,Monikie and Wellbank - 06,645,917.81,9.178083
S01014158,Barry and Panbride - 01,549,787.81,7.878049
S01014159,Barry and Panbride - 02,1103,37.03,0.370272
S01014160,Barry and Panbride - 03,618,15.16,0.151615
S01014161,Barry and Panbride - 04,910,3644.33,36.443327
S01014162,Monifieth West - 01,949,47.96,0.479563
S01014163,Monifieth West - 02,731,20.88,0.208746
S01014164,Monifieth West - 03,678,14.88,0.148837
S01014165,Monifieth West - 04,473,13.41,0.134093
S01014166,Monifieth East - 01,509,12.57,0.125714
S01014167,Monifieth East - 02,786,31.96,0.319569
S01014168,Monifieth East - 03,573,18.3,0.182893
S01014169,Monifieth East - 04,616,13.29,0.132926
S01014170,Monifieth East - 05,533,16.32,0.163183
S01014171,Monifieth East - 06,659,13.87,0.138701
S01014172,Monifieth East - 07,725,35.08,0.350806
S01014173,Monifieth East - 08,622,11.14,0.111339
S01014174,Carnoustie West - 01,700,34.45,0.344519
S01014175,Carnoustie West - 02,610,10.63,0.106369
S01014176,Carnoustie West - 03,879,20.33,0.203309
S01014177,Carnoustie West - 04,622,15.48,0.154737
S01014178,Carnoustie West - 05,554,7.76,0.077484
S01014179,Carnoustie West - 06,816,31.87,0.31872
S01014180,Carnoustie West - 07,729,17.05,0.170562
S01014181,Carnoustie West - 08,500,26.48,0.264838
S01014182,Carnoustie East - 01,905,41.24,0.412306
S01014183,Carnoustie East - 02,556,11.63,0.116343
S01014184,Carnoustie East - 03,800,26.46,0.264665
S01014185,Carnoustie East - 04,645,20.32,0.203315
S01014186,Carnoustie East - 05,759,36.12,0.36117
S01014187,Carnoustie East - 06,891,26.1,0.260955
S01014188,Carnoustie East - 07,709,18.21,0.18205
S01014189,Arbroath Landward - 01,707,5323.04,53.23046
S01014190,Arbroath Landward - 02,537,804.73,8.047382
S01014191,Arbroath Landward - 03,705,2247.74,22.477318
S01014192,Arbroath Landward - 04,986,2229.34,22.293493
S01014193,Arbroath Kirkton - 01,825,17.81,0.178033
S01014194,Arbroath Kirkton - 02,984,120.44,1.204458
S01014195,Arbroath Kirkton - 03,686,26.19,0.261917
S01014196,Arbroath Kirkton - 04,648,16.2,0.161986
S01014197,Arbroath Kirkton - 05,555,11.26,0.112674
S01014198,Arbroath Kirkton - 06,747,16.75,0.167465
S01014199,Arbroath Kirkton - 07,852,81.41,0.814095
S01014200,Arbroath Keptie - 01,778,24.84,0.248295
S01014201,Arbroath Keptie - 02,693,82.2,0.822041
S01014202,Arbroath Keptie - 03,925,37.83,0.378343
S01014203,Arbroath Keptie - 04,1046,30.87,0.308708
S01014204,Arbroath Harbour - 01,970,27.66,0.276749
S01014205,Arbroath Harbour - 02,824,23.67,0.236962
S01014206,Arbroath Harbour - 03,551,10.02,0.100274
S01014207,Arbroath Harbour - 04,707,28.96,0.289392
S01014208,Arbroath Harbour - 05,582,7.04,0.070381
S01014209,Arbroath Harbour - 06,824,28.64,0.286462
S01014210,Arbroath Cliffburn - 01,792,29.3,0.29315
S01014211,Arbroath Cliffburn - 02,477,9.37,0.09376
S01014212,Arbroath Cliffburn - 03,474,8.45,0.084494
S01014213,Arbroath Cliffburn - 04,689,20.87,0.208732
S01014214,Arbroath Cliffburn - 05,682,13.33,0.133283
S01014215,Arbroath Cliffburn - 06,497,9.69,0.096931
S01014216,Arbroath Cliffburn - 07,571,13.31,0.133103
S01014217,Arbroath Cliffburn - 08,925,14.25,0.142546
S01014218,Arbroath Warddykes - 01,591,10.53,0.105244
S01014219,Arbroath Warddykes - 02,493,14,0.140034
S01014220,Arbroath Warddykes - 03,700,21.95,0.219441
S01014221,Arbroath Warddykes - 04,836,25.01,0.250031
S01014222,Arbroath Warddykes - 05,681,22.29,0.222893
S01014223,Arbroath Warddykes - 06,699,33.29,0.332922
S01014224,Arbroath Warddykes - 07,458,9.83,0.098296
S01014225,Lunan - 01,936,4144.65,41.446474
S01014226,Lunan - 02,993,2658.77,26.587579
S01014227,Lunan - 03,845,49.17,0.491647
S01014228,Montrose South - 01,1010,19.09,0.190956
S01014229,Montrose South - 02,706,18.74,0.187457
S01014230,Montrose South - 03,634,15.9,0.159106
S01014231,Montrose South - 04,959,70.86,0.708675
S01014232,Montrose South - 05,396,25.53,0.255192
S01014233,Montrose South - 06,815,27.79,0.277853
S01014234,Montrose South - 07,668,9.27,0.092722
S01014235,Montrose North - 01,561,22.43,0.224392
S01014236,Montrose North - 02,837,27.81,0.2779
S01014237,Montrose North - 03,908,29.44,0.294371
S01014238,Montrose North - 04,822,24.85,0.248573
S01014239,Montrose North - 05,693,72.59,0.725816
S01014240,Montrose North - 06,749,18.14,0.181372
S01014241,Hillside - 01,984,734.95,7.349494
S01014242,Hillside - 02,646,79.31,0.793167
S01014243,Hillside - 03,555,115.71,1.157094
S01014244,Hillside - 04,595,44.49,0.444931
S01014245,Hillside - 05,835,4870.85,48.708458
S01014246,Friockheim - 01,853,5960.97,59.609759
S01014247,Friockheim - 02,910,39.11,0.391096
S01014248,Friockheim - 03,448,4016.78,40.167777
S01014249,Friockheim - 04,559,5564.61,55.646167
S01014250,Friockheim - 05,579,3577.37,35.77375
S01014251,Brechin East - 01,726,29.05,0.290546
S01014252,Brechin East - 02,670,19.15,0.191417
S01014253,Brechin East - 03,710,18.71,0.187047
S01014254,Brechin East - 04,647,30.58,0.305729
S01014255,Brechin East - 05,613,44.58,0.445604
S01014256,Brechin West - 01,808,19.63,0.196194
S01014257,Brechin West - 02,630,19.79,0.197911
S01014258,Brechin West - 03,605,20.82,0.208183
S01014259,Brechin West - 04,801,17.77,0.177813
S01014260,Brechin West - 05,974,103.27,1.032701
S01014261,Letham and Glamis - 01,603,6198.27,61.982609
S01014262,Letham and Glamis - 02,607,3820.79,38.207847
S01014263,Letham and Glamis - 03,975,72.19,0.72187
S01014264,Letham and Glamis - 04,638,47.67,0.47668
S01014265,Letham and Glamis - 05,702,3424.94,34.249473
S01014266,Letham and Glamis - 06,675,2460.81,24.608041
S01014267,Letham and Glamis - 07,839,2334.32,23.343234
S01014268,Letham and Glamis - 08,681,3318,33.18
S01014269,Forfar East - 01,727,52.86,0.528528
S01014270,Forfar East - 02,376,24.96,0.249583
S01014271,Forfar East - 03,839,39.8,0.397882
S01014272,Forfar East - 04,482,10.01,0.100129
S01014273,Forfar East - 05,704,26.48,0.264812
S01014274,Forfar East - 06,685,32.49,0.324816
S01014275,Forfar East - 07,603,21.77,0.217738
S01014276,Forfar Central - 01,673,19.14,0.191383
S01014277,Forfar Central - 02,754,9.43,0.094263
S01014278,Forfar Central - 03,799,18.95,0.189415
S01014279,Forfar Central - 04,543,12.21,0.122115
S01014280,Forfar Central - 05,872,45.26,0.452587
S01014281,Forfar Central - 06,739,16.41,0.164215
S01014282,Forfar West - 01,778,11.61,0.116189
S01014283,Forfar West - 02,785,22.44,0.224594
S01014284,Forfar West - 03,692,14.77,0.147692
S01014285,Forfar West - 04,670,16.55,0.165441
S01014286,Forfar West - 05,701,101.2,1.011995
S01014287,Forfar West - 06,978,45.4,0.453992
S01014288,Kirriemuir Landward - 01,643,29.19,0.291911
S01014289,Kirriemuir Landward - 02,562,6246.66,62.466524
S01014290,Kirriemuir Landward - 03,611,5425.67,54.256688
S01014291,Kirriemuir Landward - 04,376,565.77,5.657642
S01014292,Kirriemuir Landward - 05,550,4554.62,45.546312
S01014293,Kirriemuir - 01,928,39.89,0.39885
S01014294,Kirriemuir - 02,853,36.19,0.362015
S01014295,Kirriemuir - 03,622,28.41,0.284077
S01014296,Kirriemuir - 04,772,24.67,0.246572
S01014297,Kirriemuir - 05,578,28.48,0.284717
S01014298,Kirriemuir - 06,928,27.64,0.276426
S01014299,Kirriemuir - 07,723,28.61,0.286052
S01014300,Kirriemuir - 08,504,37.42,0.374314
S01014301,Angus Glens - 01,581,26937.77,269.377836
S01014302,Angus Glens - 02,568,30471.37,304.71361
S01014303,Angus Glens - 03,840,8386.4,83.863971
S01014304,Angus Glens - 04,538,46877.71,468.77713
S01014305,Angus Glens - 05,907,2004.85,20.048515
S01014306,"Mull, Iona, Coll and Tiree - 01",869,15481.82,154.818265
S01014307,"Mull, Iona, Coll and Tiree - 02",943,30238.34,302.38341
S01014308,"Mull, Iona, Coll and Tiree - 03",1045,128.26,1.282608
S01014309,"Mull, Iona, Coll and Tiree - 04",641,8752.5,87.524914
S01014310,"Mull, Iona, Coll and Tiree - 05",636,52558.52,525.585267
S01014311,Oban South - 01,824,1696.89,16.968758
S01014312,Oban South - 02,1012,47.64,0.476449
S01014313,Oban South - 03,624,66.3,0.663014
S01014314,Oban South - 04,657,28.89,0.288771
S01014315,Oban South - 05,662,7.64,0.076339
S01014316,Oban South - 06,893,80.71,0.807068
S01014317,Oban South - 07,411,8.66,0.086597
S01014318,Oban South - 08,539,36.9,0.368949
S01014319,Oban North - 01,833,32.86,0.328696
S01014320,Oban North - 02,511,20.04,0.200386
S01014321,Oban North - 03,704,24.69,0.24669
S01014322,Oban North - 04,566,162.03,1.620305
S01014323,Benderloch Trail - 01,1039,5786.5,57.865052
S01014324,Benderloch Trail - 02,731,15396.18,153.961748
S01014325,Benderloch Trail - 03,737,9116.33,91.16346
S01014326,Glen Lonan - 01,756,3923.19,39.231898
S01014327,Glen Lonan - 02,938,88.72,0.887126
S01014328,Glen Lonan - 03,796,1504.3,15.042965
S01014329,Glen Lonan - 04,903,31833.58,318.335755
S01014330,Loch Awe - 01,827,63383.25,633.832527
S01014331,Loch Awe - 02,736,25890.85,258.908595
