DZCode,DZName,TotPop2022,area_hectares,area_km2
S01016655,Sinclairtown North,793,12.4,0.123868
S01016656,East Wemyss Hendrie,644,40.65,0.406517
S01016657,Standingstane,557,1682.67,16.826692
S01016658,East Wemyss McDuff,730,17.6,0.175971
S01016659,East Wemyss Shore,571,31.89,0.318902
S01016660,Wemyss Villages,1018,310.19,3.101818
S01016661,Chapel Moss West,753,17.55,0.175488
S01016662,Auchterderran Landward and Cluny,689,1823.42,18.234
S01016663,Kinglassie West,679,20.97,0.209623
S01016664,Kinglassie East,1136,32.8,0.328064
S01016665,Strathore,809,1176.18,11.761837
S01016666,Thornton South,544,11.3,0.11301
S01016667,Thornton North,711,21.91,0.219123
S01016668,Newcastle West,531,17.45,0.174613
S01016669,Newcastle East,524,12.41,0.124132
S01016670,Leslie South West and Auchmuir,908,1741.6,17.416011
S01016671,Leslie West,859,16.6,0.166165
S01016672,Leslie Landward,564,1461.31,14.613173
S01016673,Leslie East,756,37.52,0.375136
S01016674,Tanshall West,685,11.79,0.117878
S01016675,Macedonia North,610,22.01,0.220101
S01016676,Macedonia East,679,9.59,0.095943
S01016677,Macedonia West,732,40.39,0.403925
S01016678,Tanshall Central,897,14.69,0.14691
S01016679,Tanshall East,639,13.83,0.138269
S01016680,South Parks West,761,32.22,0.322158
S01016681,South Parks East,803,15.3,0.153045
S01016682,South Parks North,675,28.69,0.286982
S01016683,Viewfield and Rimbleton South,528,329.55,3.295574
S01016684,Caskieberran East,974,27.74,0.277428
S01016685,Caskieberran West,843,54.15,0.541414
S01016686,Rimbleton West,707,12.26,0.122542
S01016687,Rimbleton North,644,12.11,0.120984
S01016688,Rimbleton East,488,10.35,0.103507
S01016689,Auchmuty North West,647,16.24,0.162463
S01016690,Auchmuty West,853,25.05,0.250458
S01016691,Auchmuty East,698,13.33,0.133313
S01016692,Auchmuty Dovecot and Town Centre,927,128.92,1.289105
S01016693,Stenton North,440,52.93,0.529364
S01016694,Finglassie North,479,34.08,0.340711
S01016695,Finglassie South,543,25.74,0.257358
S01016696,Stenton Central,667,15.35,0.153597
S01016697,Lochty View,831,88.93,0.889307
S01016698,Pitteuchar Woods,954,47.68,0.476741
S01016699,Pitteuchar South East,522,15.16,0.151681
S01016700,Pitteuchar North East,504,19.69,0.196895
S01016701,Pitteuchar Central,819,13.05,0.130519
S01016702,Warout,506,34.96,0.349642
S01016703,Pitteuchar West,888,16.49,0.164926
S01016704,Pitteuchar South,585,25.36,0.253662
S01016705,Woodside West,774,99.26,0.992547
S01016706,Woodside North,1012,27.82,0.27801
S01016707,Woodside South,907,19.94,0.199404
S01016708,Foresters Lodge,675,29.16,0.291534
S01016709,Balgeddie South,592,28.63,0.286375
S01016710,Whinnyknowe and Leslie Mains,564,62.91,0.629087
S01016711,Balgeddie North,663,44.34,0.443439
S01016712,Formonthills,617,34.37,0.343797
S01016713,Collydean West,714,15.26,0.15254
S01016714,Collydean South,861,17.32,0.173249
S01016715,Collydean North,634,20.22,0.202138
S01016716,Beechwood,403,65.62,0.656143
S01016717,Pitcoudie,717,14.86,0.148629
S01016718,Cadham,621,17.49,0.174857
S01016719,Cadham South,721,27.27,0.272753
S01016720,Coul,678,21.85,0.218638
S01016721,Pitcairn,376,29.71,0.297162
S01016722,Balfarg South,787,16.59,0.16588
S01016723,Balfarg,847,75.71,0.757135
S01016724,Tofthill and Balbirnie Park,654,154.43,1.544276
S01016725,Prestonhall,786,42.63,0.426391
S01016726,Markinch North,596,20.06,0.200572
S01016727,Markinch East,726,33.33,0.333274
S01016728,Markinch West,941,32.78,0.327882
S01016729,Star and Kirkforthar,572,1444.92,14.449166
S01016730,Coaltown of Balgonie East,574,24.32,0.243144
S01016731,Coaltown of Balgonie West,448,21.98,0.21976
S01016732,Milton of Balgonie,483,1534.97,15.349649
S01016733,Windygates East,1034,84.4,0.844093
S01016734,Windygates Kennoway and Leven Roads,688,31.29,0.312872
S01016735,Denbeath North,652,22.84,0.228247
S01016736,Denbeath South,632,20,0.199956
S01016737,Buckhaven North,810,17.27,0.172725
S01016738,Buckhaven Central,737,30.76,0.307506
S01016739,Buckhaven South,737,28.98,0.289803
S01016740,Buckhaven North West and Muiredge,452,28.71,0.287128
S01016741,Buckhaven Birds,822,35.86,0.358515
S01016742,Methil Methilmill,864,17.93,0.179295
S01016743,Methil Trees East,604,13.19,0.131997
S01016744,Methil Trees West,856,18.39,0.183939
S01016745,Methilhill Toll Bar,495,25.42,0.254197
S01016746,Methilhill South West,990,40.35,0.40338
S01016747,Methilhill North,748,16.12,0.161326
S01016748,Lower Methil,621,60.01,0.599956
S01016749,Methil Memorial Park,540,16.15,0.161593
S01016750,Methil Savoy,777,28.99,0.289818
S01016751,Methil Sea Road,504,13.65,0.136455
S01016752,Methil New Bayview,865,55,0.549943
S01016753,Aberhill,583,24.67,0.246653
S01016754,Methil Old Bayview,694,15.3,0.153103
S01016755,Methil Kirkland South,505,9.64,0.096458
S01016756,Methil Kirkland North,630,111.15,1.111508
S01016757,Leven Links,778,30.26,0.302631
S01016758,Scoonie South,622,12.65,0.126435
S01016759,Leven South West,907,54.37,0.54392
S01016760,Leven South,929,23.35,0.233397
S01016761,Leven Castlefleurie West,606,12.33,0.123349
S01016762,Leven Castlefleurie East,554,12.14,0.121408
S01016763,Leven Mountfleurie West,855,104.12,1.041314
S01016764,Leven Montrave,603,10.86,0.108604
S01016765,Leven Mountfleurie East,665,16.94,0.169391
S01016766,Leven North,649,13.31,0.132992
S01016767,Broom South,851,30.61,0.306191
S01016768,Broom North,1033,18.58,0.185848
S01016769,Leven Letham Glen,1029,48.39,0.484031
S01016770,Upper Largo,403,21.38,0.213798
S01016771,Lundin Links,787,46.99,0.469743
S01016772,Lower Largo North,457,50.4,0.503951
S01016773,Lower Largo South,750,33.5,0.335126
S01016774,Kennoway South East,844,14.89,0.14872
S01016775,Kennoway East,725,19.99,0.199877
S01016776,Kennoway Sandy Brae,783,33.13,0.331264
S01016777,Kennoway North West,713,12.7,0.126986
S01016778,Kennoway Central,548,25.43,0.254192
S01016779,Kennoway North East,1052,22.89,0.229001
S01016780,Bonnybank and Montrave,876,4407.67,44.076635
S01016781,Kettlebridge and Rameldry,650,918.3,9.18304
S01016782,Kingskettle and Balmalcolm,623,497.96,4.979623
S01016783,Monimal Pitlessie and Cults,873,3510.88,35.108797
S01016784,Ladybank Woods,685,30.34,0.303298
S01016785,Ladybank,662,27.01,0.270096
S01016786,Giffordtown to Lathrisk,535,1720.79,17.207895
S01016787,Freuchie North and New Inn,562,16.39,0.163948
S01016788,Freuchie South and Muirhead,487,497.69,4.976965
S01016789,Falkland East and East Lomond,706,617.44,6.174364
S01016790,Falkland West and Craigmead,583,1921.55,19.215524
S01016791,Auchtermuchty West,826,28.8,0.288039
S01016792,Auchtermuchty East,736,36.66,0.366601
S01016793,Collessie and Pitmedden Landward,850,2600.19,26.002039
S01016794,Strathmiglo South and Dunshalt,795,1407.67,14.076631
S01016795,Gateside Landward,854,3238.06,32.38066
S01016796,Flisk Lindores and Luthrie,552,3522.59,35.225866
S01016797,Newburgh North East and Braeside of Lindores,566,494.13,4.941202
S01016798,Newburgh East,935,34.58,0.345807
S01016799,Newburgh West and Lochmill,727,1135.16,11.351675
S01016800,Springfield East,702,206.86,2.068608
S01016801,Cupar Westfield South,618,18.6,0.186115
S01016802,Cupar Westfield North,608,19.38,0.193738
S01016803,Bow of Fife Tarvit and Balgarvie,612,2565.4,25.654072
S01016804,Cupar Elmwood,644,43.02,0.430267
S01016805,Springfield West and Rankeilour,598,566.04,5.660372
S01016806,Cupar South West,952,22.46,0.22465
S01016807,Cupar Northern,689,25.62,0.25613
S01016808,Cupar North West,789,13.67,0.136648
S01016809,Cupar West,705,19.84,0.198397
S01016810,Cupar North,621,16.41,0.164071
S01016811,Cupar Station and Meadowside,762,61.67,0.616787
S01016812,Cupar East,926,65.65,0.656505
S01016813,Cupar Tarvit,598,17.62,0.17637
S01016814,Cupar South South East,908,44.75,0.447573
S01016815,Ceres,548,31.58,0.315926
S01016816,Craigrothie,636,852.7,8.527075
S01016817,Dairsie Kemback and Piscottie,987,2618.79,26.187897
S01016818,Peat Inn and Dunino,625,5497.49,54.97485
S01016819,New Gilston,477,3610.22,36.102227
S01016820,Colinsburgh and Balcormo,662,1661.32,16.613198
S01016821,Elie and Earlsferry,710,84.18,0.841766
S01016822,Largoward Landward,630,3853.7,38.536977
S01016823,Pittenweem East,610,16.95,0.169533
S01016824,Pittenweem West,841,33.65,0.336516
S01016825,St Monans West,726,16.17,0.1617
S01016826,St Monans East and Abercrombie,787,1503.42,15.034414
S01016827,Anstruther,469,11.14,0.111396
S01016828,Anstruther East and Cellardyke,1091,30.67,0.306716
S01016829,Anstruther South West,872,42.67,0.426685
S01016830,Anstruther North,667,19.41,0.194075
S01016831,Anstruther West,532,11.53,0.115251
S01016832,Kilrenny,625,1763.3,17.632907
S01016833,Crail South and Fife Ness,808,2017.52,20.175186
S01016834,Crail North,906,48.46,0.484686
S01016835,Boarhills and Kingsbarns,715,3995.43,39.954348
S01016836,Kilrymont and Langlands,661,29.07,0.290682
S01016837,East Sands,713,23.94,0.239381
S01016838,Langlands West,700,12.84,0.128332
S01016839,Kilrymont East,654,10.26,0.102585
S01016840,Kilrymont West,705,17.78,0.177813
S01016841,St Andrews Town Centre,461,4.68,0.04683
S01016842,St Andrews St Leonards and Abbey,1632,42.04,0.420482
S01016843,East Scores,672,8.53,0.085283
S01016844,Kinness Burn East,868,17.86,0.178681
S01016845,Kinness Burn,446,7.48,0.074855
S01016846,West Scores,1078,23.24,0.232466
S01016847,Feddinch and The Grange,660,1737.41,17.374122
S01016848,Hallow Hill South,744,24.33,0.243396
S01016849,Hallow Hill,584,28.94,0.289384
S01016850,Cairnsmill,479,25.97,0.259597
S01016851,Canongate,574,27.48,0.274892
S01016852,Kinness Burn West,766,38.09,0.380882
S01016853,Clayton and Clatto,427,889.25,8.8925
S01016854,Strathkinness and Craigton,876,2080.42,20.80412
S01016855,Lawhead and Northbank,685,39.38,0.393841
S01016856,North Haugh,3676,104.28,1.042753
S01016857,Leuchars West,867,58.93,0.589288
S01016858,Leuchars North East and St Michaels,885,1431.63,14.316288
S01016859,Leuchars North,544,15.92,0.159261
S01016860,Leuchars East,752,463.7,4.636982
S01016861,Guardbridge,863,76.52,0.765226
S01016862,St Fort and Pickletillem,476,3985.81,39.858119
S01016863,Gauldry and Balmerino,923,1419.09,14.190865
S01016864,Balmullo North,673,1151.3,11.51294
S01016865,Balmullo South,1034,949.06,9.490503
S01016866,Kilmany Rathillet and Logie,518,5380.93,53.809282
S01016867,Tayport North,672,14.52,0.145136
S01016868,Tayport West,843,31.73,0.31732
S01016869,Tayport Central,961,35.24,0.352486
S01016870,Tayport South,722,18.69,0.186827
S01016871,Tayport South East,763,52.38,0.523754
S01016872,Newport West,599,26.19,0.261869
S01016873,Newport Central,601,22.02,0.220317
S01016874,Newport East,920,27.92,0.279252
S01016875,Newport North East,566,15.42,0.154109
S01016876,Wormit East,676,27.13,0.271396
S01016877,Wormit West,754,35.08,0.350818
S01016878,Darnley East - 01,543,9.61,0.096106
S01016879,Darnley East - 02,991,13.19,0.13198
S01016880,Darnley East - 03,1034,33.24,0.332432
S01016881,Darnley East - 04,757,23.12,0.231192
S01016882,Darnley East - 05,986,19.9,0.199041
S01016883,Darnley East - 06,734,27.51,0.275083
S01016884,Darnley North - 01,674,8.09,0.08089
S01016885,Darnley North - 02,1020,32.39,0.323749
S01016886,Darnley North - 03,534,12.43,0.124387
S01016887,Darnley North - 04,485,33.05,0.330569
S01016888,Darnley North - 05,775,47.76,0.477564
S01016889,Darnley North - 06,1112,228.86,2.288409
S01016890,Darnley West - 01,1003,27.23,0.272279
S01016891,Darnley West - 02,833,20.3,0.203004
S01016892,Darnley West - 03,680,16.08,0.160706
S01016893,Darnley West - 04,819,11.46,0.114674
S01016894,Darnley West - 05,568,8.75,0.087412
S01016895,Darnley West - 06,659,11.45,0.114453
S01016896,Darnley West - 07,594,9.27,0.092703
S01016897,Nitshill - 01,651,11.12,0.111106
S01016898,Nitshill - 02,643,45.1,0.450997
S01016899,Nitshill - 03,595,8.87,0.088625
S01016900,Nitshill - 04,624,8.9,0.088947
S01016901,Nitshill - 05,562,10.21,0.102049
S01016902,South Nitshill - 01,680,13.37,0.133806
S01016903,South Nitshill - 02,393,12.02,0.120121
S01016904,South Nitshill - 03,856,19.52,0.195158
S01016905,South Nitshill - 04,524,16.5,0.164993
S01016906,South Nitshill - 05,785,16.56,0.165499
S01016907,South Nitshill - 06,606,13.94,0.139337
S01016908,Crookston South - 01,1030,21.76,0.217688
S01016909,Crookston South - 02,829,16.89,0.16874
S01016910,Crookston South - 03,1025,20.59,0.205778
S01016911,Crookston South - 04,906,22.84,0.228435
S01016912,Crookston North - 01,878,37.15,0.371498
S01016913,Crookston North - 02,836,21.5,0.214945
S01016914,Crookston North - 03,566,14.6,0.146034
S01016915,Crookston North - 04,752,17.71,0.177058
S01016916,Pollok South and West - 01,992,17.61,0.176011
S01016917,Pollok South and West - 02,959,19.86,0.198627
S01016918,Pollok South and West - 03,738,15.73,0.157323
S01016919,Pollok South and West - 04,552,13.16,0.131683
S01016920,Pollok South and West - 05,802,17.08,0.170695
S01016921,Pollok South and West - 06,736,13.18,0.131771
S01016922,Pollok South and West - 07,799,108.69,1.0869
S01016923,Pollok South and West - 08,659,11.62,0.116238
S01016924,Pollok North and East - 01,851,34.91,0.349062
S01016925,Pollok North and East - 02,1020,33.58,0.335795
S01016926,Pollok North and East - 03,907,21.8,0.218014
S01016927,Pollok North and East - 04,974,23.33,0.233419
S01016928,Pollok North and East - 05,1163,59.02,0.590162
S01016929,Pollok North and East - 06,1025,23.35,0.233401
S01016930,Cardonald South and East - 01,860,24.41,0.244083
S01016931,Cardonald South and East - 02,745,8.3,0.082985
S01016932,Cardonald South and East - 03,590,20.87,0.208735
S01016933,Cardonald South and East - 04,636,8.73,0.087325
S01016934,Cardonald North - 01,658,8.18,0.081704
S01016935,Cardonald North - 02,968,17.1,0.170739
S01016936,Cardonald North - 03,724,11.38,0.113788
S01016937,Cardonald North - 04,1066,11.27,0.112721
S01016938,Cardonald North - 05,621,9.84,0.098567
S01016939,Cardonald West and Central - 01,635,7.8,0.078047
S01016940,Cardonald West and Central - 02,593,10.1,0.100955
S01016941,Cardonald West and Central - 03,676,28.07,0.280676
S01016942,Cardonald West and Central - 04,885,24.76,0.247562
S01016943,Cardonald West and Central - 05,538,11.27,0.112819
S01016944,Cardonald West and Central - 06,929,31.2,0.311995
S01016945,Cardonald West and Central - 07,692,12.82,0.128178
S01016946,Penilee - 01,484,8,0.080038
S01016947,Penilee - 02,718,14.73,0.147223
S01016948,Penilee - 03,906,13.48,0.134882
S01016949,Penilee - 04,925,15.23,0.152335
S01016950,Penilee - 05,605,10.78,0.107725
S01016951,Penilee - 06,954,16.21,0.162229
S01016952,Penilee - 07,623,8.51,0.085076
S01016953,Hillington - 01,984,17.63,0.176212
S01016954,Hillington - 02,702,10.53,0.105357
S01016955,Hillington - 03,525,5.91,0.059161
S01016956,Hillington - 04,1057,20.45,0.204443
S01016957,Drumoyne and Shieldhall - 01,652,229.52,2.295331
S01016958,Drumoyne and Shieldhall - 02,883,20.54,0.20539
S01016959,Drumoyne and Shieldhall - 03,568,12.66,0.126538
S01016960,Drumoyne and Shieldhall - 04,776,14.1,0.141108
S01016961,Drumoyne and Shieldhall - 05,634,17.21,0.171976
S01016962,Drumoyne and Shieldhall - 06,890,14.01,0.140013
S01016963,Drumoyne and Shieldhall - 07,818,4.18,0.041744
S01016964,Drumoyne and Shieldhall - 08,900,16.97,0.169754
S01016965,Govan and Linthouse - 01,799,4.51,0.045059
S01016966,Govan and Linthouse - 02,610,10.95,0.109503
S01016967,Govan and Linthouse - 03,883,62.39,0.623902
S01016968,Govan and Linthouse - 04,909,6.03,0.060161
S01016969,Govan and Linthouse - 05,785,2.38,0.023862
S01016970,Govan and Linthouse - 06,1115,25.5,0.254948
S01016971,Govan and Linthouse - 07,705,50.42,0.504139
S01016972,Craigton - 01,969,18.52,0.185165
S01016973,Craigton - 02,805,8.34,0.0835
S01016974,Craigton - 03,875,10.57,0.105652
S01016975,Craigton - 04,914,59.15,0.591497
S01016976,Mosspark - 01,558,88.63,0.886281
S01016977,Mosspark - 02,798,16.42,0.164224
S01016978,Mosspark - 03,754,19.89,0.198821
S01016979,Mosspark - 04,577,11.7,0.117015
S01016980,Mosspark - 05,648,10.68,0.106803
S01016981,Mosspark - 06,874,16.85,0.168651
S01016982,Mosspark - 07,739,12.68,0.126792
S01016983,Ibrox - 01,611,10.14,0.101323
S01016984,Ibrox - 02,687,16.32,0.16314
S01016985,Ibrox - 03,1006,17.26,0.1726
S01016986,Ibrox - 04,1076,22.67,0.226625
S01016987,Ibrox East and Cessnock - 01,1127,56.24,0.562457
S01016988,Ibrox East and Cessnock - 02,909,5.23,0.052208
S01016989,Ibrox East and Cessnock - 03,848,25.41,0.254128
S01016990,Ibrox East and Cessnock - 04,809,27.5,0.274958
S01016991,Kinning Park and Festival Park - 01,942,11.34,0.113489
S01016992,Kinning Park and Festival Park - 02,611,24.82,0.248236
S01016993,Kinning Park and Festival Park - 03,581,7.27,0.072793
S01016994,Kinning Park and Festival Park - 04,671,6.02,0.060271
S01016995,Kinning Park and Festival Park - 05,824,4.55,0.045406
S01016996,Kinning Park and Festival Park - 06,592,3.76,0.03766
S01016997,Kingston West and Dumbreck - 01,932,63.1,0.630877
S01016998,Kingston West and Dumbreck - 02,853,11.85,0.118513
S01016999,Kingston West and Dumbreck - 03,985,43.61,0.436152
S01017000,Kingston West and Dumbreck - 04,972,30.22,0.302194
S01017001,Pollokshields West - 01,829,9.11,0.091113
S01017002,Pollokshields West - 02,615,12.72,0.127191
S01017003,Pollokshields West - 03,622,23.28,0.232796
S01017004,Pollokshields West - 04,853,4.25,0.042358
S01017005,Pollokshields West - 05,906,38.16,0.381553
S01017006,Pollokshields West - 06,830,16.75,0.167495
S01017007,Pollokshields East - 01,846,8.62,0.086134
S01017008,Pollokshields East - 02,629,4.42,0.044212
S01017009,Pollokshields East - 03,646,9.33,0.093338
S01017010,Pollokshields East - 04,741,13.49,0.134845
S01017011,Pollokshields East - 05,880,7.88,0.078769
S01017012,Pollokshields East - 06,709,5.3,0.053111
S01017013,Pollokshields East - 07,815,5.12,0.0511
S01017014,Govanhill West - 01,903,4.99,0.050017
S01017015,Govanhill West - 02,830,3.13,0.031308
S01017016,Govanhill West - 03,940,5.03,0.050254
S01017017,Govanhill West - 04,524,4.24,0.042367
S01017018,Govanhill West - 05,889,8.73,0.08724
S01017019,Govanhill West - 06,802,5.94,0.059406
S01017020,Govanhill West - 07,966,3.68,0.036843
S01017021,Govanhill East and Aikenhead - 01,1008,4.05,0.040375
S01017022,Govanhill East and Aikenhead - 02,777,5.55,0.055485
S01017023,Govanhill East and Aikenhead - 03,652,3.68,0.036682
S01017024,Govanhill East and Aikenhead - 04,511,4.91,0.049117
S01017025,Govanhill East and Aikenhead - 05,1101,13.42,0.134266
S01017026,Govanhill East and Aikenhead - 06,724,21.36,0.213565
S01017027,Battlefield - 01,744,4.84,0.048399
S01017028,Battlefield - 02,710,3.83,0.0383
S01017029,Battlefield - 03,921,6.36,0.063595
S01017030,Battlefield - 04,955,23.82,0.237977
S01017031,Battlefield - 05,1063,18.36,0.183629
S01017032,Battlefield - 06,694,56.71,0.567162
S01017033,Strathbungo - 01,782,4.14,0.041326
S01017034,Strathbungo - 02,485,3.79,0.037991
S01017035,Strathbungo - 03,843,3.72,0.03726
S01017036,Strathbungo - 04,1051,9.07,0.090728
S01017037,Strathbungo - 05,956,21.64,0.216411
S01017038,Strathbungo - 06,424,2.22,0.022124
S01017039,Strathbungo - 07,877,10.81,0.108079
S01017040,Maxwell Park - 01,937,24.08,0.24072
S01017041,Maxwell Park - 02,914,539.18,5.39184
S01017042,Maxwell Park - 03,1025,44.27,0.442748
S01017043,Maxwell Park - 04,882,23.83,0.238347
S01017044,Maxwell Park - 05,958,22.64,0.226371
S01017045,Maxwell Park - 06,672,11.27,0.112807
S01017046,Maxwell Park - 07,698,13.73,0.137233
S01017047,Shawlands West - 01,571,13.81,0.138146
S01017048,Shawlands West - 02,621,3.25,0.032503
S01017049,Shawlands West - 03,884,4.19,0.042019
S01017050,Shawlands West - 04,732,5.44,0.054365
S01017051,Shawlands West - 05,938,6.25,0.062407
S01017052,Shawlands East - 01,854,6.61,0.066142
S01017053,Shawlands East - 02,969,5.83,0.058271
S01017054,Shawlands East - 03,742,3.89,0.038844
S01017055,Shawlands East - 04,706,4.09,0.040865
S01017056,Langside - 01,563,5.73,0.057349
S01017057,Langside - 02,949,15.27,0.152658
S01017058,Langside - 03,585,7.15,0.071497
S01017059,Langside - 04,782,6.15,0.061513
S01017060,Langside - 05,667,4.27,0.042684
S01017061,Langside - 06,707,6.09,0.060871
S01017062,Pollokshaws - 01,909,6.4,0.063915
S01017063,Pollokshaws - 02,885,20.58,0.205919
S01017064,Pollokshaws - 03,1013,23.6,0.236091
S01017065,Pollokshaws - 04,551,6.06,0.060537
S01017066,Pollokshaws - 05,553,22.04,0.220314
S01017067,Pollokshaws - 06,653,12.29,0.122856
S01017068,Carnwadric West - 01,552,4.01,0.040055
S01017069,Carnwadric West - 02,819,15.87,0.158726
S01017070,Carnwadric West - 03,1015,14.77,0.147761
S01017071,Carnwadric West - 04,906,23.45,0.234488
S01017072,Carnwadric West - 05,856,12.03,0.12007
S01017073,Carnwadric East - 01,1014,33.72,0.337155
S01017074,Carnwadric East - 02,838,11.41,0.114077
S01017075,Carnwadric East - 03,729,10.18,0.101676
S01017076,Carnwadric East - 04,541,12.49,0.124916
S01017077,Newlands - 01,829,8,0.080017
S01017078,Newlands - 02,782,8.3,0.083072
S01017079,Newlands - 03,652,20.44,0.204412
S01017080,Newlands - 04,673,31.48,0.314675
S01017081,Newlands - 05,677,11.87,0.11874
S01017082,Newlands - 06,849,17.1,0.171024
S01017083,Newlands - 07,749,24.69,0.24707
S01017084,Merrylee and Millbrae - 01,600,12.41,0.12403
S01017085,Merrylee and Millbrae - 02,598,12.98,0.129759
S01017086,Merrylee and Millbrae - 03,714,16.76,0.167656
S01017087,Merrylee and Millbrae - 04,726,22.95,0.229484
S01017088,Merrylee and Millbrae - 05,903,17.16,0.171555
S01017089,Muirend and Old Cathcart - 01,631,16.59,0.165851
S01017090,Muirend and Old Cathcart - 02,752,14.81,0.148006
S01017091,Muirend and Old Cathcart - 03,663,12.88,0.128848
S01017092,Muirend and Old Cathcart - 04,956,13.37,0.13381
S01017093,Muirend and Old Cathcart - 05,751,11.13,0.111297
S01017094,Muirend and Old Cathcart - 06,1007,16.27,0.162739
S01017095,Carmunnock North - 01,796,439.12,4.391135
S01017096,Carmunnock North - 02,658,9.26,0.09256
S01017097,Carmunnock North - 03,778,26.15,0.261653
S01017098,Carmunnock North - 04,555,11.64,0.116434
S01017099,Carmunnock North - 05,694,57.44,0.5744
S01017100,Carmunnock North - 06,546,44.87,0.44867
S01017101,Carmunnock North - 07,589,6.64,0.066444
S01017102,Carmunnock North - 08,895,47.59,0.475896
S01017103,Glenwood South - 01,734,11.91,0.119113
S01017104,Glenwood South - 02,583,4.28,0.042802
S01017105,Glenwood South - 03,943,16.81,0.168282
S01017106,Glenwood South - 04,445,4.35,0.043541
S01017107,Glenwood South - 05,667,13.11,0.131189
S01017108,Glenwood South - 06,1043,30.6,0.305873
S01017109,Glenwood South - 07,674,23.9,0.238979
S01017110,Glenwood North - 01,861,32.45,0.324493
S01017111,Glenwood North - 02,664,29.46,0.294646
S01017112,Glenwood North - 03,1014,24.62,0.246118
S01017113,Glenwood North - 04,633,7.83,0.078363
S01017114,Glenwood North - 05,694,8.72,0.08721
S01017115,Glenwood North - 06,547,9.67,0.096703
S01017116,Castlemilk - 01,914,7.76,0.077587
S01017117,Castlemilk - 02,478,6.01,0.060116
S01017118,Castlemilk - 03,842,17.09,0.170785
S01017119,Castlemilk - 04,528,7.82,0.078198
S01017120,Castlemilk - 05,821,12.9,0.128909
S01017121,Castlemilk - 06,644,8.71,0.086946
S01017122,Castlemilk - 07,679,8.41,0.084112
S01017123,Castlemilk - 08,765,13.02,0.130236
S01017124,Kingspark South - 01,720,36.91,0.36901
S01017125,Kingspark South - 02,719,21.7,0.217127
S01017126,Kingspark South - 03,540,5.59,0.055948
S01017127,Kingspark South - 04,582,7.47,0.074756
S01017128,Kingspark South - 05,607,7.54,0.07535
S01017129,Kingspark South - 06,607,21.75,0.217574
S01017130,Kingspark North - 01,654,13.67,0.136646
S01017131,Kingspark North - 02,515,6.45,0.064516
S01017132,Kingspark North - 03,734,11.74,0.117358
S01017133,Kingspark North - 04,730,8.92,0.089217
S01017134,Kingspark North - 05,611,13.28,0.132754
S01017135,Kingspark North - 06,637,12.37,0.123641
S01017136,Cathcart - 01,644,2.89,0.028971
S01017137,Cathcart - 02,521,9.3,0.09298
S01017138,Cathcart - 03,570,3.87,0.038667
S01017139,Cathcart - 04,642,4.58,0.045893
S01017140,Cathcart - 05,851,12.88,0.12874
S01017141,Cathcart - 06,731,10.72,0.107378
S01017142,Cathcart - 07,569,12.34,0.12344
S01017143,Cathcart - 08,1060,22.62,0.226232
S01017144,Mount Florida - 01,721,4.83,0.04836
S01017145,Mount Florida - 02,855,13.3,0.13307
S01017146,Mount Florida - 03,877,19.92,0.199259
S01017147,Mount Florida - 04,984,9.6,0.09586
S01017148,Mount Florida - 05,689,8.91,0.089079
S01017149,Toryglen and Oatlands - 01,851,11.01,0.110106
S01017150,Toryglen and Oatlands - 02,645,6.73,0.067314
S01017151,Toryglen and Oatlands - 03,575,5.7,0.056946
S01017152,Toryglen and Oatlands - 04,760,9.08,0.090954
S01017153,Toryglen and Oatlands - 05,731,8.21,0.08216
S01017154,Polmadie and Toryglen - 01,969,19.87,0.198837
S01017155,Polmadie and Toryglen - 02,624,96.37,0.963755
S01017156,Polmadie and Toryglen - 03,799,8.05,0.080452
S01017157,Polmadie and Toryglen - 04,791,9.25,0.092517
S01017158,Polmadie and Toryglen - 05,702,22.31,0.223296
S01017159,Gorbals and Hutchesontown - 01,522,6.12,0.061152
S01017160,Gorbals and Hutchesontown - 02,832,9.49,0.095145
S01017161,Gorbals and Hutchesontown - 03,569,8.87,0.08872
S01017162,Gorbals and Hutchesontown - 04,918,5.86,0.058608
S01017163,Gorbals and Hutchesontown - 05,890,7.94,0.079265
S01017164,Gorbals and Hutchesontown - 06,612,7.41,0.073957
S01017165,Gorbals and Hutchesontown - 07,616,32.04,0.320322
S01017166,Gorbals and Hutchesontown - 08,749,8.87,0.088552
S01017167,Laurieston and Tradeston - 01,755,17.36,0.173774
S01017168,Laurieston and Tradeston - 02,648,8.4,0.084088
S01017169,Laurieston and Tradeston - 03,821,43.65,0.436436
S01017170,Laurieston and Tradeston - 04,862,12.23,0.122253
S01017171,Laurieston and Tradeston - 05,839,13.02,0.130151
S01017172,Laurieston and Tradeston - 06,1110,114.98,1.14973
S01017173,Laurieston and Tradeston - 07,830,1.6,0.015783
S01017174,Calton and Gallowgate - 01,731,10.59,0.105957
S01017175,Calton and Gallowgate - 02,1019,15.12,0.151269
S01017176,Calton and Gallowgate - 03,840,60.22,0.602332
S01017177,Calton and Gallowgate - 04,559,9.25,0.092426
S01017178,Calton and Gallowgate - 05,1188,10.24,0.102468
S01017179,Bridgeton - 01,900,11.97,0.1196
S01017180,Bridgeton - 02,1005,8.69,0.086885
S01017181,Bridgeton - 03,1097,11.39,0.113987
S01017182,Bridgeton - 04,722,5.86,0.058616
S01017183,Dalmarnock - 01,719,13.97,0.139772
